Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Pitches,Swing%,Contact%,GB,FB,LD,Fair/Foul ratio
2011,Drew Stubbs,CIN,158,681,30.10%,24.80%,54.00%,65.30%,81.70%,44.20%,61.50%,11.60%,29.10%,2698,0.427,0.728,186,131,77,
2012,Alberto Callaspo,LAA,138,520,11.30%,20.60%,86.20%,62.40%,91.80%,44.60%,56.30%,3.90%,24.40%,1970,0.393,0.901,175,143,83,
2019,Josh Reddick,HOU,141,550,12.00%,33.10%,76.50%,74.20%,92.80%,43.10%,60.20%,6.70%,20.60%,1993,0.508,0.868,173,166,104,
2015,Ryan Howard,PHI,129,503,27.40%,38.40%,52.80%,77.80%,81.40%,41.40%,57.70%,16.60%,26.70%,1897,0.547,0.697,118,122,92,
2016,Salvador Perez,KCR,139,546,21.80%,44.20%,65.80%,70.10%,90.40%,42.20%,66.80%,11.50%,25.60%,1875,0.552,0.79,137,187,73,
2014,Asdrubal Cabrera,- - -,146,616,17.50%,34.00%,68.40%,73.80%,89.20%,41.70%,62.20%,9.50%,22.90%,2274,0.506,0.811,169,186,84,
2010,Cliff Pennington,OAK,156,576,16.70%,26.10%,73.50%,63.40%,92.80%,46.80%,60.40%,5.80%,24.60%,2309,0.435,0.866,144,174,87,
2018,Marcus Semien,OAK,159,703,18.60%,26.20%,67.20%,67.10%,88.30%,43.00%,61.20%,8.30%,26.20%,2881,0.438,0.811,199,193,116,
2016,Mitch Moreland,TEX,147,503,23.50%,34.10%,58.90%,71.40%,83.90%,39.60%,52.90%,12.90%,27.10%,1971,0.489,0.734,142,128,72,
2014,Miguel Montero,ARI,136,560,17.30%,28.90%,68.30%,75.50%,86.50%,43.30%,57.90%,9.40%,22.40%,2161,0.491,0.804,182,131,82,
2019,Freddy Galvis,- - -,147,589,24.60%,40.20%,63.40%,73.20%,81.90%,41.80%,61.30%,14.10%,28.30%,2288,0.54,0.738,166,159,86,
2013,Gregor Blanco,SFG,141,511,18.60%,26.20%,68.70%,66.70%,92.70%,43.80%,56.40%,6.70%,24.20%,1943,0.439,0.847,155,98,97,
2018,Tucker Barnhart,CIN,138,522,18.40%,28.80%,66.20%,69.00%,90.90%,41.30%,55.90%,8.30%,23.00%,1958,0.454,0.817,162,111,88,
2011,Hideki Matsui,OAK,141,585,14.40%,24.50%,74.40%,61.00%,91.40%,44.60%,55.90%,5.80%,26.40%,2229,0.408,0.857,188,162,92,
2015,Cameron Maybin,ATL,141,555,18.40%,26.70%,64.10%,62.00%,89.60%,47.40%,60.50%,8.00%,27.80%,2174,0.434,0.814,234,81,89,
2013,Brandon Phillips,CIN,151,666,14.70%,37.80%,65.10%,74.80%,89.30%,42.10%,63.50%,10.90%,23.40%,2422,0.534,0.794,239,178,99,
2012,Carlos Lee,- - -,147,615,8.00%,24.80%,79.30%,60.40%,94.50%,45.90%,55.30%,4.30%,24.40%,2243,0.412,0.895,207,188,112,
2013,Asdrubal Cabrera,CLE,136,562,20.30%,33.80%,69.10%,67.50%,87.20%,42.90%,61.00%,9.70%,25.30%,2162,0.482,0.799,144,161,91,
2010,Denard Span,MIN,153,705,10.50%,18.70%,80.80%,60.30%,95.50%,49.70%,60.00%,3.10%,25.00%,2677,0.393,0.92,295,150,98,
2014,Nick Castellanos,DET,148,579,24.20%,32.90%,51.00%,74.30%,84.90%,44.50%,62.30%,13.80%,27.30%,2239,0.513,0.728,140,146,114,
2014,Alcides Escobar,KCR,162,620,13.40%,35.90%,74.00%,69.00%,89.50%,46.40%,62.90%,8.30%,24.00%,2207,0.513,0.837,213,157,118,
2015,Melky Cabrera,CHW,158,683,12.90%,34.00%,82.10%,63.50%,92.20%,43.60%,61.30%,5.60%,24.50%,2572,0.468,0.881,254,164,131,
2019,Randal Grichuk,TOR,151,628,26.00%,36.40%,57.40%,70.60%,87.20%,40.40%,61.50%,12.90%,28.10%,2413,0.502,0.743,166,179,80,
2015,Chase Headley,NYY,156,642,21.00%,24.70%,60.40%,65.40%,89.30%,44.50%,57.50%,8.60%,27.60%,2561,0.428,0.8,193,136,119,
2019,Starlin Castro,MIA,162,676,16.40%,34.50%,70.20%,69.40%,90.90%,42.10%,60.20%,8.60%,25.40%,2485,0.492,0.825,256,176,102,
2011,Raul Ibanez,PHI,144,575,18.40%,31.60%,67.30%,67.80%,85.20%,42.00%,58.10%,10.10%,27.90%,2130,0.468,0.782,201,151,82,
2010,Miguel Tejada,- - -,156,681,9.80%,35.20%,78.70%,68.90%,94.70%,47.40%,57.90%,5.70%,21.20%,2288,0.512,0.889,277,182,109,
2010,Ian Desmond,WSN,154,574,19.00%,32.40%,59.00%,66.50%,89.70%,45.60%,61.80%,10.20%,26.90%,2012,0.48,0.784,217,130,65,
2014,Leonys Martin,TEX,155,583,19.60%,36.80%,65.70%,67.40%,89.30%,42.40%,61.90%,10.30%,25.80%,2144,0.498,0.793,197,109,86,
2019,Jose Iglesias,CIN,146,530,13.20%,46.70%,81.60%,68.10%,90.50%,40.60%,64.70%,7.70%,25.30%,1936,0.554,0.86,227,105,103,
2018,Brandon Crawford,SFG,151,594,20.50%,32.60%,58.60%,77.80%,81.70%,43.20%,62.00%,13.80%,26.70%,2218,0.521,0.735,180,127,105,
2014,Ryan Howard,PHI,153,648,29.30%,34.10%,51.90%,71.30%,79.60%,39.10%,54.90%,15.50%,28.10%,2637,0.486,0.678,156,143,85,
2010,Jorge Cantu,- - -,127,515,18.40%,35.00%,67.80%,68.50%,87.50%,43.70%,56.30%,10.10%,26.20%,2012,0.496,0.796,152,150,82,
2014,Brian McCann,NYY,140,538,14.30%,31.30%,77.80%,61.20%,92.10%,41.30%,55.90%,6.10%,25.40%,2061,0.436,0.861,137,189,93,
2011,Angel Pagan,NYM,123,532,11.70%,28.80%,82.30%,63.60%,94.30%,42.80%,57.00%,4.40%,21.60%,1937,0.437,0.898,144,169,99,
2011,Omar Infante,FLA,148,640,10.50%,32.10%,76.10%,60.60%,96.40%,47.80%,60.80%,5.00%,25.20%,2238,0.458,0.89,218,183,112,
2015,Brett Lawrie,OAK,149,602,23.90%,35.40%,61.10%,64.00%,84.50%,46.80%,63.50%,11.90%,29.40%,2297,0.488,0.755,206,138,78,
2017,Tommy Joseph,PHI,142,533,24.20%,36.00%,59.80%,67.30%,85.50%,43.40%,61.40%,12.40%,28.40%,2026,0.496,0.749,154,144,71,
2011,Austin Jackson,DET,153,668,27.10%,27.00%,61.40%,62.40%,84.80%,48.30%,61.70%,10.00%,29.10%,2646,0.441,0.774,188,144,67,
2012,Mike Moustakas,KCR,149,614,20.20%,37.20%,66.20%,66.70%,87.10%,41.30%,54.10%,10.80%,26.30%,2416,0.494,0.779,150,221,73,
2012,Delmon Young,DET,151,608,18.40%,43.80%,62.50%,80.00%,85.90%,42.00%,65.30%,14.20%,24.10%,2074,0.59,0.758,202,162,105,
2014,Dustin Ackley,SEA,143,542,16.60%,26.20%,71.80%,61.90%,91.30%,47.20%,57.70%,6.40%,27.70%,2054,0.431,0.851,187,150,76,
2011,Cliff Pennington,OAK,148,570,18.20%,27.80%,76.20%,63.90%,90.00%,44.90%,57.20%,6.50%,26.00%,2311,0.44,0.852,145,162,101,
2019,Miguel Rojas,MIA,132,526,11.80%,32.20%,74.40%,65.90%,91.10%,44.00%,66.90%,7.20%,25.80%,1867,0.47,0.847,198,125,100,
2018,Brett Gardner,NYY,140,609,17.60%,21.70%,75.30%,53.40%,93.70%,45.10%,55.00%,4.50%,27.80%,2581,0.36,0.876,207,142,76,
2011,Coco Crisp,OAK,136,583,11.10%,26.80%,75.20%,66.80%,92.70%,44.90%,62.40%,5.80%,23.50%,2024,0.448,0.869,195,157,111,
2016,Stephen Vogt,OAK,137,532,15.60%,32.50%,73.50%,61.10%,90.80%,45.20%,59.60%,7.30%,27.00%,2124,0.454,0.84,124,190,95,
2015,Austin Jackson,- - -,136,527,23.90%,26.60%,63.20%,63.60%,87.50%,47.10%,61.70%,8.90%,29.00%,2201,0.44,0.798,185,89,88,
2010,Matt Wieters,BAL,130,502,18.70%,29.40%,71.40%,61.20%,89.80%,43.30%,59.60%,7.30%,26.00%,2007,0.432,0.827,166,137,55,
2018,Alex Gordon,KCR,141,568,21.80%,29.70%,59.00%,67.00%,87.00%,44.20%,60.90%,10.60%,27.50%,2191,0.462,0.77,167,115,101,
2015,Gregory Polanco,PIT,153,652,18.60%,30.60%,70.50%,63.20%,89.20%,41.50%,57.40%,8.00%,25.50%,2528,0.441,0.816,212,163,92,
2013,Nick Markakis,BAL,160,700,10.90%,28.20%,82.60%,61.30%,92.80%,44.60%,56.90%,4.70%,25.60%,2664,0.429,0.891,264,174,128,
2012,Ruben Tejada,NYM,114,501,14.60%,30.70%,74.30%,63.30%,93.40%,46.90%,62.70%,6.20%,25.20%,1884,0.46,0.866,155,118,117,
2014,Ben Revere,PHI,151,626,7.80%,28.00%,83.20%,55.50%,97.30%,48.00%,60.90%,3.10%,28.40%,2257,0.412,0.923,352,78,114,
2018,Salvador Perez,KCR,129,544,19.90%,48.40%,66.40%,71.30%,90.10%,37.40%,67.10%,12.80%,25.20%,1926,0.57,0.775,141,183,83,
2013,Alexei Ramirez,CHW,158,674,10.10%,40.80%,80.20%,70.10%,93.40%,46.80%,66.30%,6.50%,21.40%,2216,0.545,0.881,277,166,126,
2015,Torii Hunter,MIN,139,567,18.50%,36.70%,69.00%,73.60%,84.80%,45.20%,64.00%,11.30%,24.50%,2087,0.534,0.789,202,143,72,
2015,Anthony Gose,DET,140,535,27.10%,29.70%,54.60%,71.30%,85.50%,44.50%,62.20%,12.10%,25.70%,2131,0.482,0.749,174,81,67,
2010,Jason Bartlett,TBR,135,532,15.60%,23.90%,66.40%,63.30%,90.30%,48.80%,60.70%,7.00%,25.20%,2027,0.432,0.835,172,132,79,
2018,Brian Dozier,- - -,151,632,20.40%,22.50%,65.40%,60.50%,85.70%,44.90%,56.50%,8.20%,28.80%,2643,0.396,0.793,169,187,72,
2015,Addison Russell,CHC,142,523,28.50%,30.30%,51.10%,70.10%,82.30%,44.30%,61.40%,13.70%,29.80%,2154,0.479,0.713,133,132,59,
2011,Delmon Young,- - -,124,503,16.90%,40.20%,71.00%,72.70%,87.70%,43.90%,62.40%,10.40%,23.60%,1734,0.545,0.807,183,138,72,
2015,Wilmer Flores,NYM,137,510,12.40%,31.40%,82.00%,68.00%,89.80%,47.60%,61.00%,6.20%,24.30%,1969,0.488,0.871,176,156,89,
2016,Jordy Mercer,PIT,149,584,14.20%,27.80%,73.00%,61.80%,92.50%,47.00%,61.60%,6.10%,26.20%,2292,0.438,0.859,212,139,86,
2016,Howie Kendrick,LAD,146,543,17.70%,30.50%,65.00%,68.80%,88.90%,45.90%,63.70%,9.20%,25.10%,2069,0.481,0.807,239,77,76,
2014,Salvador Perez,KCR,150,606,14.00%,45.10%,76.90%,68.20%,92.70%,43.00%,64.90%,8.00%,23.60%,2029,0.551,0.854,194,196,106,
2011,Placido Polanco,PHI,122,523,8.40%,26.90%,85.00%,60.30%,95.10%,47.50%,58.10%,3.50%,23.90%,1945,0.427,0.918,183,138,111,
2015,Johnny Giavotella,LAA,129,502,11.80%,27.40%,72.50%,63.90%,93.10%,49.00%,61.40%,6.00%,25.50%,1756,0.453,0.867,182,121,94,
2013,Andrelton Simmons,ATL,157,658,8.40%,28.50%,76.80%,63.30%,92.40%,49.40%,62.30%,5.70%,24.70%,2307,0.457,0.875,232,214,101,
2017,Hunter Pence,SFG,134,539,18.90%,29.80%,61.00%,65.60%,83.50%,42.00%,60.50%,11.30%,28.10%,2136,0.449,0.748,226,116,53,
2013,Dan Uggla,ATL,136,537,31.80%,22.70%,46.30%,67.40%,75.80%,43.50%,57.50%,13.90%,30.00%,2224,0.421,0.668,111,132,37,
2015,Didi Gregorius,NYY,155,578,14.70%,36.30%,67.70%,71.10%,87.30%,43.50%,63.30%,10.60%,25.00%,2093,0.515,0.795,198,151,94,
2016,Alex Gordon,KCR,128,506,29.20%,24.90%,48.70%,68.10%,83.10%,43.50%,59.50%,12.20%,28.60%,2126,0.437,0.72,113,113,72,
2011,John Buck,FLA,140,530,21.70%,30.70%,67.50%,73.00%,81.10%,43.80%,61.30%,11.50%,24.80%,1982,0.492,0.763,144,144,64,
2014,J.J. Hardy,BAL,141,569,18.30%,28.10%,63.60%,52.00%,91.80%,48.60%,58.50%,7.30%,32.80%,2222,0.397,0.815,185,161,82,
2011,Colby Rasmus,- - -,129,526,22.10%,29.40%,59.60%,73.40%,86.40%,42.80%,63.10%,11.10%,25.20%,2023,0.482,0.771,126,168,58,
2011,Robert Andino,BAL,139,511,16.20%,26.60%,72.70%,61.00%,90.50%,47.20%,59.10%,6.60%,27.00%,1903,0.429,0.846,166,119,77,
2011,Martin Prado,ATL,129,590,8.80%,28.20%,80.50%,56.30%,96.10%,47.10%,56.90%,3.90%,26.30%,2208,0.414,0.905,254,173,73,
2017,Kevin Pillar,TOR,154,632,15.00%,40.10%,72.50%,67.00%,94.20%,44.00%,63.90%,7.90%,25.00%,2220,0.519,0.848,213,180,101,
2013,Matt Wieters,BAL,148,579,18.00%,32.80%,75.60%,70.70%,85.70%,41.90%,54.90%,8.80%,23.90%,2283,0.487,0.817,166,189,76,
2019,Lorenzo Cain,MIL,148,623,17.00%,28.00%,66.30%,66.60%,91.40%,43.30%,60.40%,7.80%,25.20%,2508,0.447,0.825,231,111,118,
2010,Yuniesky Betancourt,KCR,151,588,10.90%,37.30%,76.50%,72.30%,94.90%,45.40%,67.00%,6.40%,20.90%,1868,0.532,0.878,197,210,88,
2011,Kurt Suzuki,OAK,134,515,12.40%,23.50%,76.80%,61.20%,91.40%,49.20%,60.00%,5.30%,25.40%,2024,0.421,0.873,143,176,80,
2010,A.J. Pierzynski,CHW,128,503,7.80%,40.80%,77.40%,74.20%,92.00%,45.20%,60.20%,7.70%,20.80%,1626,0.56,0.862,211,156,68,
2010,Juan Pierre,CHW,160,734,6.40%,26.30%,88.70%,54.00%,97.60%,50.90%,55.60%,2.10%,24.50%,2785,0.404,0.948,333,128,105,
2011,Carl Crawford,BOS,130,539,19.30%,37.40%,74.20%,69.10%,88.30%,43.90%,59.70%,8.90%,25.40%,2096,0.513,0.826,193,138,73,
2018,Kevin Pillar,TOR,142,542,18.10%,43.50%,66.60%,67.90%,90.00%,42.10%,60.50%,11.30%,28.20%,1953,0.538,0.79,149,158,111,
2019,Rougned Odor,TEX,145,581,30.60%,33.10%,57.40%,67.60%,84.00%,41.40%,57.10%,12.70%,27.30%,2349,0.474,0.731,116,160,58,
2019,Jurickson Profar,OAK,139,518,14.50%,29.00%,68.40%,68.90%,89.60%,40.70%,57.30%,8.30%,25.40%,2061,0.452,0.815,160,143,84,
2019,Jason Kipnis,CLE,121,511,17.20%,29.60%,63.60%,67.00%,91.40%,43.80%,56.80%,8.60%,25.80%,1981,0.46,0.813,148,153,70,
2018,Jon Jay,- - -,143,586,16.20%,35.70%,68.90%,65.10%,91.30%,44.50%,62.60%,8.70%,26.90%,2256,0.488,0.822,255,71,104,
2017,Brandon Crawford,SFG,144,570,19.80%,31.10%,58.00%,76.60%,82.80%,44.30%,59.10%,13.10%,25.10%,2172,0.513,0.744,191,142,80,
2010,Yunel Escobar,- - -,135,567,10.10%,24.10%,67.50%,67.00%,93.20%,46.70%,60.50%,6.30%,22.50%,1943,0.441,0.857,232,123,78,
2013,Matt Dominguez,HOU,152,589,16.30%,31.60%,70.20%,63.80%,91.30%,45.40%,61.30%,7.60%,27.20%,2184,0.462,0.834,191,178,85,
2012,Jhonny Peralta,DET,150,585,17.90%,30.70%,65.30%,69.90%,89.30%,45.10%,58.60%,9.20%,23.70%,2301,0.484,0.809,177,157,94,
2014,Dayan Viciedo,CHW,145,563,21.70%,35.10%,63.20%,73.20%,83.40%,41.90%,60.60%,12.50%,25.70%,2053,0.511,0.753,185,149,70,
2016,Josh Harrison,PIT,131,522,14.60%,37.10%,77.90%,72.50%,84.60%,48.50%,65.70%,9.70%,23.50%,1896,0.543,0.822,182,149,80,
2010,Skip Schumaker,STL,137,529,12.10%,30.70%,80.30%,63.40%,95.00%,44.80%,57.30%,4.70%,23.20%,1941,0.454,0.895,242,81,90,
2013,Michael Bourn,CLE,130,575,23.00%,27.70%,64.50%,60.90%,84.40%,44.80%,59.50%,9.70%,30.40%,2233,0.426,0.773,216,91,75,
2015,Jose Reyes,- - -,116,519,11.90%,34.70%,74.70%,69.80%,91.70%,43.00%,61.10%,7.50%,24.00%,1804,0.498,0.85,183,149,83,
2015,Salvador Perez,KCR,142,553,14.80%,42.50%,73.60%,68.50%,90.70%,44.50%,60.60%,9.00%,24.60%,1840,0.541,0.832,190,170,94,
2014,Jed Lowrie,OAK,136,566,14.00%,27.50%,76.60%,73.30%,91.40%,45.60%,56.70%,6.30%,20.40%,2103,0.484,0.868,134,189,104,
2019,Elvis Andrus,TEX,147,648,14.80%,34.90%,68.60%,62.00%,90.90%,42.20%,63.70%,8.70%,27.70%,2528,0.464,0.812,261,142,109,
2016,Joe Panik,SFG,127,526,8.90%,23.00%,78.90%,65.00%,94.90%,44.50%,56.10%,4.10%,23.10%,1978,0.417,0.9,192,156,74,
2012,Ichiro Suzuki,- - -,162,663,9.20%,33.90%,85.50%,65.60%,94.60%,46.70%,59.10%,4.20%,20.90%,2307,0.488,0.912,288,138,140,
2010,Yadier Molina,STL,136,521,9.80%,30.00%,79.80%,69.50%,91.10%,48.50%,61.40%,6.00%,20.20%,1899,0.491,0.875,214,117,88,
2018,Nick Ahmed,ARI,153,564,19.30%,34.20%,57.20%,70.30%,88.60%,43.90%,65.40%,11.70%,27.00%,2124,0.5,0.766,167,142,100,
2012,Ben Revere,MIN,124,553,9.80%,27.30%,84.30%,54.00%,97.30%,47.50%,59.50%,3.00%,26.10%,1997,0.4,0.926,295,64,82,
2012,Jamey Carroll,MIN,138,537,12.10%,23.60%,80.10%,52.20%,94.90%,49.50%,60.70%,3.70%,28.70%,2194,0.378,0.902,228,81,96,
2012,Kelly Johnson,TOR,142,581,27.40%,32.00%,54.40%,68.80%,82.50%,41.80%,62.30%,13.50%,29.20%,2339,0.473,0.714,157,117,73,
2014,Jordy Mercer,PIT,149,555,16.00%,33.60%,67.90%,62.30%,90.30%,44.60%,62.70%,8.50%,28.00%,2053,0.464,0.814,199,135,84,
2016,Yonder Alonso,OAK,156,532,13.90%,27.30%,65.90%,70.60%,92.80%,44.00%,61.50%,7.40%,22.40%,1883,0.464,0.839,180,136,92,
2013,Erick Aybar,LAA,138,589,10.00%,38.10%,80.10%,61.30%,94.20%,43.00%,63.30%,5.80%,24.20%,2045,0.481,0.879,237,131,109,
2014,Yunel Escobar,TBR,137,529,11.30%,25.10%,67.70%,69.80%,92.00%,45.80%,62.40%,6.90%,23.20%,1899,0.455,0.847,204,127,83,
2014,Gerardo Parra,- - -,150,574,17.40%,34.30%,70.50%,68.70%,91.90%,43.40%,58.70%,8.10%,23.40%,2055,0.493,0.834,230,102,95,
2016,Marwin Gonzalez,HOU,141,518,22.80%,35.70%,57.80%,65.10%,87.60%,43.40%,64.30%,12.00%,29.50%,1914,0.484,0.751,166,112,72,
2010,Elvis Andrus,TEX,148,674,14.20%,21.00%,71.60%,50.80%,94.00%,51.60%,58.20%,4.40%,29.20%,2713,0.364,0.878,288,92,91,
2013,Paul Konerko,CHW,126,520,14.20%,27.90%,66.80%,62.80%,88.90%,47.10%,57.30%,8.20%,26.60%,1948,0.444,0.815,144,156,97,
2011,Ryan Ludwick,- - -,139,558,22.20%,32.20%,64.20%,72.40%,82.10%,44.30%,60.20%,12.00%,26.40%,2075,0.5,0.757,126,174,72,
2012,Zack Cozart,CIN,138,600,18.80%,28.30%,66.60%,61.90%,91.50%,49.40%,64.00%,7.40%,28.40%,2272,0.449,0.835,185,170,89,
2010,Chone Figgins,SEA,161,702,16.20%,20.30%,74.70%,58.10%,93.00%,48.90%,57.80%,4.60%,25.60%,2905,0.388,0.881,223,153,99,
2012,Rafael Furcal,STL,121,531,10.70%,27.00%,85.50%,63.60%,92.30%,43.40%,56.50%,4.30%,23.20%,1991,0.429,0.899,225,113,78,
2018,Ian Kinsler,- - -,128,534,12.00%,27.10%,78.70%,68.30%,93.80%,44.30%,57.50%,5.10%,23.30%,2086,0.454,0.888,156,179,91,
2015,Logan Morrison,SEA,146,511,15.90%,30.00%,68.00%,71.40%,89.40%,44.10%,57.90%,8.60%,22.80%,1940,0.483,0.82,167,146,61,
2016,Leonys Martin,SEA,143,576,25.90%,32.90%,56.00%,68.80%,81.20%,45.40%,65.30%,13.80%,27.80%,2232,0.492,0.72,156,133,72,
2019,Kevin Pillar,- - -,161,645,13.80%,48.80%,74.40%,74.60%,93.00%,38.00%,64.50%,9.70%,22.60%,2127,0.586,0.834,231,190,103,
2017,Freddy Galvis,PHI,162,663,16.70%,33.10%,74.80%,67.00%,90.00%,45.10%,58.40%,7.60%,24.30%,2641,0.484,0.843,180,192,118,
2012,Colby Rasmus,TOR,151,625,23.80%,31.20%,62.20%,67.50%,84.90%,41.00%,62.70%,11.00%,27.50%,2345,0.461,0.759,155,174,83,
2016,Melvin Upton Jr.,- - -,149,539,28.80%,30.40%,55.30%,71.40%,73.70%,48.00%,65.50%,16.10%,31.30%,2030,0.5,0.679,165,115,60,
2011,Danny Valencia,MIN,154,608,16.80%,30.20%,64.60%,57.80%,89.00%,45.80%,60.50%,8.70%,29.10%,2249,0.428,0.797,214,169,83,
2010,Kurt Suzuki,OAK,131,544,9.00%,27.80%,78.50%,61.90%,93.20%,50.20%,59.90%,5.10%,25.00%,1899,0.449,0.886,189,183,76,
2012,Michael Young,TEX,156,651,10.80%,32.50%,77.70%,70.60%,89.80%,49.80%,61.90%,7.20%,22.50%,2240,0.515,0.86,291,131,125,
2018,Yolmer Sanchez,CHW,155,662,20.80%,34.30%,70.40%,64.30%,87.00%,44.10%,61.00%,9.40%,28.70%,2627,0.475,0.803,222,133,100,
2013,Jose Altuve,HOU,152,672,12.60%,37.00%,77.40%,64.40%,94.80%,42.40%,65.00%,6.20%,24.60%,2207,0.486,0.872,268,154,123,
2010,Alberto Callaspo,- - -,146,601,7.00%,27.90%,85.20%,68.30%,95.20%,45.80%,52.90%,3.80%,20.50%,2053,0.464,0.92,236,197,92,
2011,Juan Pierre,CHW,158,711,5.80%,26.90%,90.30%,57.10%,97.20%,48.50%,60.50%,2.10%,24.20%,2452,0.416,0.949,296,144,118,
2010,Kevin Kouzmanoff,OAK,143,586,16.40%,34.60%,63.90%,77.50%,87.30%,48.00%,61.60%,11.10%,22.70%,1991,0.552,0.797,197,183,79,
2018,Ryon Healy,SEA,133,524,21.60%,36.10%,57.60%,63.90%,90.80%,41.00%,60.30%,11.40%,29.90%,1917,0.475,0.759,168,139,73,
2013,Brandon Crawford,SFG,149,550,17.50%,31.50%,63.00%,67.80%,89.00%,42.60%,62.20%,9.80%,27.90%,2070,0.47,0.79,198,128,76,
2013,Elvis Andrus,TEX,156,698,13.90%,24.40%,73.90%,56.00%,92.20%,47.80%,57.60%,5.40%,26.80%,2780,0.395,0.863,291,116,110,
2015,Avisail Garcia,CHW,148,601,23.50%,45.20%,54.90%,78.90%,83.30%,41.20%,65.60%,17.30%,26.80%,2142,0.591,0.705,203,111,102,
2012,Jesus Montero,SEA,135,553,17.90%,38.40%,69.20%,67.50%,87.40%,44.60%,60.90%,10.30%,25.80%,1979,0.514,0.798,180,139,104,
2011,Aubrey Huff,SFG,150,579,15.50%,32.60%,74.50%,62.60%,89.90%,39.20%,50.90%,7.40%,24.90%,2202,0.443,0.83,204,165,70,
2013,Jimmy Rollins,PHI,160,666,14.00%,26.40%,71.80%,63.90%,92.70%,43.70%,58.90%,6.20%,25.30%,2523,0.428,0.854,193,196,120,
2017,Mark Trumbo,BAL,146,603,24.70%,34.40%,59.70%,70.80%,80.80%,41.70%,62.40%,13.80%,29.10%,2309,0.496,0.722,178,167,66,
2010,Jeff Francoeur,- - -,139,503,16.10%,41.50%,71.00%,80.50%,86.20%,44.40%,62.60%,11.40%,21.00%,1801,0.588,0.802,156,171,55,
2018,Evan Longoria,SFG,125,512,19.70%,33.10%,70.70%,68.30%,86.90%,43.90%,62.50%,9.40%,27.00%,1932,0.486,0.807,163,150,71,
2016,Kevin Pillar,TOR,146,584,15.40%,37.10%,69.90%,62.30%,90.50%,47.00%,64.70%,8.70%,28.50%,2124,0.489,0.822,207,154,93,
2012,Gordon Beckham,CHW,151,582,15.30%,32.80%,73.60%,65.70%,87.40%,47.10%,62.40%,8.40%,25.60%,2215,0.483,0.825,166,184,85,
2017,Jose Bautista,TOR,157,686,24.80%,25.30%,58.60%,62.10%,81.30%,42.60%,56.30%,11.00%,29.30%,2977,0.41,0.733,160,194,70,
2010,Ronny Cedeno,PIT,139,502,21.10%,32.60%,67.60%,67.80%,88.10%,48.30%,60.60%,9.20%,26.60%,1935,0.496,0.812,173,123,58,
2019,Leury Garcia,CHW,140,618,22.50%,38.50%,63.50%,73.20%,86.60%,44.30%,62.80%,12.20%,26.50%,2163,0.539,0.774,240,103,94,
2018,Tim Anderson,CHW,153,606,24.60%,40.30%,58.30%,72.60%,85.30%,42.60%,63.70%,14.20%,28.40%,2200,0.54,0.737,196,141,84,
2015,Ian Desmond,WSN,156,641,29.20%,34.10%,56.70%,70.00%,84.00%,42.90%,65.80%,13.20%,28.70%,2365,0.495,0.733,212,123,62,
2011,Darwin Barney,CHC,143,571,11.70%,30.30%,84.90%,58.70%,93.50%,50.60%,61.30%,4.20%,26.30%,2181,0.446,0.906,225,130,107,
2015,Jacoby Ellsbury,NYY,111,501,17.20%,30.30%,74.50%,68.20%,89.70%,46.90%,62.90%,7.40%,23.90%,1881,0.481,0.846,167,113,89,
2018,Freddy Galvis,SDP,162,656,22.40%,36.80%,65.60%,68.70%,83.60%,41.60%,62.30%,12.10%,28.00%,2573,0.501,0.759,186,164,99,
2016,Danny Espinosa,WSN,157,601,29.00%,33.20%,50.60%,69.60%,80.60%,42.30%,54.40%,14.90%,28.40%,2314,0.486,0.688,126,140,59,
2014,Xander Bogaerts,BOS,144,594,23.20%,29.80%,62.20%,61.90%,86.60%,47.00%,62.10%,9.80%,30.40%,2449,0.449,0.78,155,168,84,
2010,Franklin Gutierrez,SEA,152,629,21.80%,28.40%,61.30%,58.40%,85.70%,45.90%,57.10%,9.70%,30.00%,2649,0.422,0.768,184,182,70,
2018,Dansby Swanson,ATL,136,533,22.90%,36.50%,61.80%,68.70%,86.20%,41.80%,64.00%,12.10%,28.50%,2145,0.499,0.758,151,134,71,
2010,Melky Cabrera,ATL,147,509,12.60%,33.30%,79.00%,63.00%,93.20%,41.60%,57.60%,5.70%,22.60%,1919,0.456,0.872,192,127,75,
2010,Aaron Hill,TOR,138,580,14.70%,30.60%,71.10%,72.10%,90.90%,46.90%,57.90%,7.80%,21.50%,2119,0.5,0.845,157,241,47,
2014,Austin Jackson,- - -,154,656,22.00%,22.60%,63.10%,62.60%,88.10%,48.00%,61.10%,7.90%,28.80%,2697,0.418,0.811,193,151,118,
2015,Elvis Andrus,TEX,160,661,11.80%,25.80%,71.60%,61.10%,93.00%,47.80%,62.30%,5.80%,25.60%,2445,0.426,0.863,241,163,108,
2018,Eduardo Nunez,BOS,127,502,13.70%,39.90%,75.90%,73.00%,93.00%,41.40%,61.00%,7.80%,22.20%,1701,0.536,0.855,203,134,77,
2010,Orlando Cabrera,CIN,123,537,9.90%,31.70%,78.80%,60.90%,90.10%,47.40%,62.40%,6.40%,25.40%,1799,0.455,0.86,200,164,82,
2017,Maikel Franco,PHI,154,623,15.20%,31.50%,66.00%,75.10%,86.20%,43.10%,63.60%,10.50%,23.60%,2334,0.503,0.79,220,178,87,
